Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	SuccessRateVal	OriSuccessRateVal	FinalDist	MaxFinalDist	MinFinalDist	FinalOriDist	MaxFinalOriDist	MinFinalOriDist	FinalOriScaledDist	MaxFinalOriScaledDist	MinFinalOriScaledDist
223	1104.0636	923.7371	2650.3762	-936.3452	600.0	147.72052	132.21388	449.48694	-180.5157	5376000	-4.346172e-09	25956.834	-0.019869031	-3210.4832	0.21478188	0.015165138	0.18229167	14.0	9421.406135559082	0.375	0.33333334	0.063272975	0.18017387	0.004444537	0.52760714	0.956371	0.0063338	0.52760714	0.956371	0.0063338
224	1659.899	860.3011	3038.3342	48.74109	600.0	203.82164	128.55078	434.38245	-113.0958	5400000	4.967054e-09	21919.805	-0.029797822	-4221.7104	0.21195912	0.015111667	0.21824999	28.0	9468.251721382141	0.41666666	0.5833333	0.06950924	0.17603675	0.0038624064	0.37278113	0.83932555	0.078727715	0.37278113	0.83932555	0.078727715
225	1391.8071	1001.8276	2618.1301	-566.5407	600.0	192.45285	127.74733	432.06827	-121.47572	5424000	0.0	26413.734	-0.025222523	-5789.9907	0.21013965	0.0152045535	0.19629167	21.0	9516.957439661026	0.5416667	0.5833333	0.071049236	0.1807213	0.0031246261	0.4245411	0.98985016	0.00068516005	0.4245411	0.98985016	0.00068516005
226	1071.5437	964.99585	2785.893	-1072.1622	600.0	200.77855	110.06126	430.72623	-136.73242	5448000	-4.967054e-09	20068.521	-0.031083807	-4770.9277	0.20951307	0.015052841	0.21120834	31.0	9561.762453317642	0.33333334	0.5416667	0.08579558	0.18053079	0.012135294	0.43378678	0.9190737	0.02089625	0.43378678	0.9190737	0.02089625
227	1161.0757	969.27783	2902.7976	-1027.93	600.0	168.18808	130.93898	432.6233	-250.79004	5472000	2.483527e-09	20414.217	-0.019327441	-4319.573	0.20715272	0.01555336	0.17845833	13.0	9610.110381364822	0.5	0.5	0.069455735	0.18094242	0.010826481	0.46618608	0.94964945	0.10707589	0.46618608	0.94964945	0.10707589
228	1108.5072	973.24774	2620.6475	-794.85925	600.0	172.7061	125.724335	424.37994	-311.08368	5496000	-7.450581e-09	28486.756	-0.024492696	-4456.982	0.2063815	0.015153569	0.20179166	18.0	9657.216067314148	0.41666666	0.5	0.083545	0.1808809	0.0035306558	0.42050186	0.93139434	0.00497845	0.42050186	0.93139434	0.00497845
229	1313.9282	752.7288	3399.0737	72.71525	600.0	151.5035	137.07521	448.196	-255.05128	5520000	9.934108e-09	25718.545	-0.021330098	-4289.6606	0.20491554	0.016248913	0.18266666	15.0	9705.02514910698	0.375	0.375	0.06609573	0.18092915	0.006255845	0.47183743	0.9863505	0.0037322182	0.47183743	0.9863505	0.0037322182
230	1377.5488	1160.5677	2837.5037	-1526.4891	600.0	186.50674	107.2968	415.98676	-114.50151	5544000	-1.7384687e-08	27538.873	-0.026021106	-5842.188	0.20357604	0.015235911	0.2015	24.0	9753.647001981735	0.625	0.5416667	0.06080666	0.18082069	0.0076129744	0.40453526	0.91850525	0.024641367	0.40453526	0.91850525	0.024641367
231	1278.4994	849.3957	2871.895	-33.941765	600.0	171.61247	162.67001	479.17697	-160.935	5568000	5.5879354e-09	18152.334	-0.024094813	-3574.7139	0.20172687	0.015527611	0.20683335	19.0	9799.64247250557	0.45833334	0.5416667	0.07666752	0.16162266	0.008849841	0.40726694	0.9909574	0.01566037	0.40726694	0.9909574	0.01566037
232	797.4091	1247.4546	3400.2202	-1362.4807	600.0	148.13914	126.63091	451.2477	-108.0833	5592000	9.934108e-09	26543.203	-0.026480198	-4954.3555	0.20082814	0.015223331	0.19854169	24.0	9851.787114620209	0.25	0.41666666	0.10011091	0.18062091	0.01304949	0.517907	0.93744844	0.012539265	0.517907	0.93744844	0.012539265
233	1362.2277	1053.6423	2709.673	-840.73615	600.0	189.63754	124.49996	437.87802	-130.4157	5616000	0.0	15852.081	-0.035426106	-5119.719	0.2002219	0.015119868	0.23170833	43.0	9893.560826539993	0.45833334	0.5416667	0.069950335	0.1806163	0.0066343425	0.43070903	0.92624104	0.061523058	0.43070903	0.92624104	0.061523058
234	1398.7433	956.7754	3170.7947	-253.58192	600.0	224.28462	145.5424	503.68164	-152.12228	5640000	4.967054e-09	27161.736	-0.021406675	-5430.445	0.19296621	0.015343107	0.18816666	14.0	9941.82468008995	0.45833334	0.5	0.06910188	0.18034825	0.007886584	0.40009126	0.9956368	0.035258915	0.40009126	0.9956368	0.035258915
235	926.779	1086.2418	2663.2288	-954.3313	600.0	156.58025	125.57938	448.3289	-293.08047	5664000	3.1044085e-09	25499.045	-0.026598604	-4226.0767	0.19148763	0.015563112	0.19495833	23.0	9989.920148134232	0.375	0.29166666	0.07161141	0.1806818	0.00063615746	0.5937175	0.98356056	0.057502538	0.5937175	0.98356056	0.057502538
236	1462.6527	960.89557	3005.9216	-279.28513	600.0	212.0374	142.50725	506.54413	-135.8175	5688000	-6.208817e-09	26793.959	-0.030211693	-4320.044	0.18884571	0.015099547	0.22016668	29.0	10037.7628865242	0.45833334	0.5416667	0.07912858	0.17693062	0.008942668	0.3974696	0.9570376	0.001828091	0.3974696	0.9570376	0.001828091
237	1421.0507	998.7506	2846.4915	-1276.3241	600.0	208.89166	114.012	451.04007	-87.44718	5712000	2.4835268e-08	27051.914	-0.021173233	-6022.328	0.18479262	0.0150324805	0.17733331	16.0	10083.604716539383	0.5	0.5416667	0.07705938	0.18073806	0.0058261342	0.4507123	0.9147291	0.0004225336	0.4507123	0.9147291	0.0004225336
238	1437.5135	1107.8811	2974.5967	-1490.442	600.0	188.5335	135.76698	468.04492	-269.0084	5736000	2.4835268e-08	36038.285	-0.02002879	-10488.267	0.18358849	0.015170532	0.17941666	14.0	10129.961869239807	0.41666666	0.41666666	0.06872852	0.18043871	0.010903678	0.47870326	0.90916085	0.059809122	0.47870326	0.90916085	0.059809122
239	1658.4878	887.4907	3020.1729	-546.7258	600.0	200.81792	127.3304	449.10693	-160.856	5760000	-2.9802322e-08	31799.24	-0.024756959	-6913.125	0.18307702	0.015001822	0.20679168	22.0	10169.753438949585	0.5833333	0.625	0.06463694	0.1805598	0.0025248379	0.36010846	0.9800262	0.02702072	0.36010846	0.9800262	0.02702072
240	1320.3885	994.8789	2998.981	-535.4706	600.0	192.26091	123.79875	444.23358	-75.4751	5784000	7.450581e-09	31696.006	-0.018134313	-6365.6895	0.18253016	0.015397248	0.22141667	12.0	10216.66286444664	0.45833334	0.7916667	0.07966441	0.18033478	0.009755501	0.36310944	0.98636854	0.042739417	0.36310944	0.98636854	0.042739417
241	1080.2979	1091.3722	3103.9126	-922.17566	600.0	157.92859	129.89154	475.49646	-157.10101	5808000	1.3659398e-08	21290.525	-0.0170612	-2924.128	0.18200468	0.01536683	0.19570833	12.0	10256.166215896606	0.45833334	0.625	0.07556014	0.18051617	0.022324495	0.34204054	0.8323924	0.031881183	0.34204054	0.8323924	0.031881183
242	1080.9287	772.6307	2634.7712	-154.42429	600.0	168.02989	140.27444	516.68805	-147.9591	5832000	-1.1175871e-08	29360.906	-0.020966494	-5111.9575	0.18106711	0.015688857	0.20483334	17.0	10302.26897597313	0.41666666	0.41666666	0.07132654	0.18064502	0.01791638	0.46484843	0.98780817	0.045725424	0.46484843	0.98780817	0.045725424
243	1271.5421	951.3019	2857.7822	-427.12305	600.0	195.45209	117.67043	452.6931	-127.362045	5856000	-2.1109978e-08	21794.748	-0.017700275	-4221.729	0.18048601	0.016207686	0.19804168	11.0	10356.568806409836	0.5	0.45833334	0.057638627	0.17992865	0.006164103	0.42103675	0.9570625	0.012083459	0.42103675	0.9570625	0.012083459
244	1170.2981	1095.7844	2983.6497	-1201.3359	600.0	153.77881	129.72237	444.2182	-200.7328	5880000	-2.2351742e-08	27971.361	-0.02560363	-4363.523	0.17933677	0.015450421	0.21816666	21.0	10404.644312620163	0.29166666	0.33333334	0.06854151	0.18027258	0.009140971	0.49972805	0.9012659	0.018119892	0.49972805	0.9012659	0.018119892
245	987.0358	1266.3997	3096.029	-1857.394	600.0	194.97308	137.25502	553.09845	-133.88042	5904000	-1.4901161e-08	38578.766	-0.023686117	-8657.019	0.17978601	0.015516003	0.19683333	18.0	10456.545179128647	0.375	0.5	0.088097446	0.18093058	0.012880908	0.4531324	0.9723826	0.036158845	0.4531324	0.9723826	0.036158845
246	1327.7611	941.4383	2839.6099	-893.91296	600.0	156.23763	130.41403	482.6046	-153.28613	5928000	2.483527e-09	20981.072	-0.022130037	-3273.117	0.1782539	0.015088667	0.19941668	17.0	10503.592994689941	0.41666666	0.41666666	0.0602691	0.18047786	0.011389597	0.4782175	0.99863356	0.004740896	0.4782175	0.99863356	0.004740896
247	1155.1831	1186.5961	3270.1985	-826.07886	600.0	167.46745	119.85056	505.01532	-124.55448	5952000	-4.346172e-09	31237.959	-0.021501081	-7014.4165	0.17571099	0.015200932	0.18579166	17.0	10553.536044597626	0.625	0.33333334	0.059977446	0.18055345	0.004764493	0.5170652	0.9489765	0.036785908	0.5170652	0.9489765	0.036785908
248	1268.1875	964.01025	2796.808	-898.3627	600.0	211.41913	125.74428	525.2777	-87.72257	5976000	0.0	28931.174	-0.024550578	-7162.5977	0.17273468	0.015000406	0.19450001	19.0	10608.460795164108	0.33333334	0.41666666	0.07389129	0.180641	0.0038950418	0.51097417	0.9436205	0.05611704	0.51097417	0.9436205	0.05611704
249	1253.026	1174.2024	2796.4873	-1313.5923	600.0	190.18967	140.74165	523.94495	-91.510574	6000000	0.0	28107.37	-0.025461638	-3866.8064	0.16949518	0.01500995	0.19362502	20.0	10661.190080404282	0.5833333	0.45833334	0.080366306	0.18186031	0.015107236	0.4273316	0.9647828	0.0014863762	0.4273316	0.9647828	0.0014863762
